Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo X-' X-s O-Nik X-##ke X-##i O-Index O-of B-dependent-225 B-head-stocks O-jumped O-52 X-##7 X-. X-39 O-points O-to O-close O-at O-34 X-##9 X-##9 X-##6 X-. X-08 O-.
"For the nine months, Coca-Cola Enterprises' net fell 31% to $65 million, or 39 cents a share, from $93.8 million, or 63 cents a share.","O-For O-the O-nine O-months O-, O-Coca O-- O-Cola O-Enterprises O-' O-net O-fell O-31 O-% O-to O-$ O-65 O-million O-, O-or O-39 O-cents O-a O-share O-, O-from O-$ O-93 X-. X-8 O-million O-, O-or B-dependent-63 B-head-cents O-a O-share O-."
Revenue was flat at about $2.97 billion.,O-Revenue O-was O-flat O-at O-about B-head-$ O-2 X-. X-97 B-dependent-billion O-.
"Coca-Cola Enterprises, which is 49%-owned by Coca-Cola Co., also said it repurchased about 1.2 million of its common shares during the third quarter.","O-Coca O-- X-Cola O-Enterprises O-, O-which O-is B-dependent-49 B-head-% O-- O-owned O-by O-Coca O-- O-Cola O-Co X-. O-, O-also O-said O-it O-re X-##pur X-##chase X-##d O-about O-1 X-. X-2 O-million O-of O-its O-common O-shares O-during O-the O-third O-quarter O-."
"Coca-Cola Enterprises, which is 49%-owned by Coca-Cola Co., also said it repurchased about 1.2 million of its common shares during the third quarter.","O-Coca O-- X-Cola O-Enterprises O-, O-which O-is O-49 O-% O-- O-owned O-by O-Coca O-- O-Cola O-Co X-. O-, O-also O-said O-it O-re X-##pur X-##chase X-##d O-about B-dependent-1 X-. X-2 B-head-million O-of O-its O-common O-shares O-during O-the O-third O-quarter O-."
"The buy-back is part of a 25-million-share repurchase plan, under which Coca-Cola Enterprises so far has acquired a total of 9.7 million shares.","O-The O-buy O-- O-back O-is O-part O-of O-a O-25 O-- B-dependent-million O-- B-head-share O-re X-##pur X-##chase O-plan O-, O-under O-which O-Coca O-- O-Cola O-Enterprises O-so O-far O-has O-acquired O-a O-total O-of O-9 X-. X-7 O-million O-shares O-."
"The buy-back is part of a 25-million-share repurchase plan, under which Coca-Cola Enterprises so far has acquired a total of 9.7 million shares.","O-The O-buy O-- O-back O-is O-part O-of O-a O-25 O-- O-million O-- O-share O-re X-##pur X-##chase O-plan O-, O-under O-which O-Coca O-- O-Cola O-Enterprises O-so O-far O-has O-acquired O-a O-total O-of O-9 X-. X-7 B-dependent-million B-head-shares O-."
"Separately, Purchase, N.Y.-based PepsiCo Inc., as expected, said fiscal third-quarter net rose 11% to $269.3 million, or $1.02 a share, from $241.6 million, or 91 cents a share.","O-Sep X-##arate X-##ly O-, O-P X-##ur X-##chase O-, O-N X-. X-Y X-. O-- O-based O-P X-##ep X-##si X-##C X-##o O-Inc X-. O-, O-as O-expected O-, O-said O-fiscal O-third O-- O-quarter O-net O-rose B-dependent-11 B-head-% O-to O-$ O-26 X-##9 X-. X-3 O-million O-, O-or O-$ O-1 X-. X-02 O-a O-share O-, O-from O-$ O-241 X-. X-6 O-million O-, O-or O-91 O-cents O-a O-share O-."
"Separately, Purchase, N.Y.-based PepsiCo Inc., as expected, said fiscal third-quarter net rose 11% to $269.3 million, or $1.02 a share, from $241.6 million, or 91 cents a share.","O-Sep X-##arate X-##ly O-, O-P X-##ur X-##chase O-, O-N X-. X-Y X-. O-- O-based O-P X-##ep X-##si X-##C X-##o O-Inc X-. O-, O-as O-expected O-, O-said O-fiscal O-third O-- O-quarter O-net O-rose O-11 O-% O-to B-head-$ O-26 X-##9 X-. X-3 B-dependent-million O-, O-or O-$ O-1 X-. X-02 O-a O-share O-, O-from O-$ O-241 X-. X-6 O-million O-, O-or O-91 O-cents O-a O-share O-."
"Separately, Purchase, N.Y.-based PepsiCo Inc., as expected, said fiscal third-quarter net rose 11% to $269.3 million, or $1.02 a share, from $241.6 million, or 91 cents a share.","O-Sep X-##arate X-##ly O-, O-P X-##ur X-##chase O-, O-N X-. X-Y X-. O-- O-based O-P X-##ep X-##si X-##C X-##o O-Inc X-. O-, O-as O-expected O-, O-said O-fiscal O-third O-- O-quarter O-net O-rose O-11 O-% O-to O-$ O-26 X-##9 X-. X-3 O-million O-, O-or B-head-$ B-dependent-1 X-. X-02 O-a O-share O-, O-from O-$ O-241 X-. X-6 O-million O-, O-or O-91 O-cents O-a O-share O-."
"Separately, Purchase, N.Y.-based PepsiCo Inc., as expected, said fiscal third-quarter net rose 11% to $269.3 million, or $1.02 a share, from $241.6 million, or 91 cents a share.","O-Sep X-##arate X-##ly O-, O-P X-##ur X-##chase O-, O-N X-. X-Y X-. O-- O-based O-P X-##ep X-##si X-##C X-##o O-Inc X-. O-, O-as O-expected O-, O-said O-fiscal O-third O-- O-quarter O-net O-rose O-11 O-% O-to O-$ O-26 X-##9 X-. X-3 O-million O-, O-or O-$ O-1 X-. X-02 O-a O-share O-, O-from B-head-$ O-241 X-. X-6 B-dependent-million O-, O-or O-91 O-cents O-a O-share O-."
"Separately, Purchase, N.Y.-based PepsiCo Inc., as expected, said fiscal third-quarter net rose 11% to $269.3 million, or $1.02 a share, from $241.6 million, or 91 cents a share.","O-Sep X-##arate X-##ly O-, O-P X-##ur X-##chase O-, O-N X-. X-Y X-. O-- O-based O-P X-##ep X-##si X-##C X-##o O-Inc X-. O-, O-as O-expected O-, O-said O-fiscal O-third O-- O-quarter O-net O-rose O-11 O-% O-to O-$ O-26 X-##9 X-. X-3 O-million O-, O-or O-$ O-1 X-. X-02 O-a O-share O-, O-from O-$ O-241 X-. X-6 O-million O-, O-or B-dependent-91 B-head-cents O-a O-share O-."
Sales rose 25% to $3.90 billion from $3.13 billion.,O-Sales O-rose B-dependent-25 B-head-% O-to O-$ O-3 X-. X-90 O-billion O-from O-$ O-3 X-. X-13 O-billion O-.
Sales rose 25% to $3.90 billion from $3.13 billion.,O-Sales O-rose O-25 O-% O-to B-head-$ O-3 X-. X-90 B-dependent-billion O-from O-$ O-3 X-. X-13 O-billion O-.
Sales rose 25% to $3.90 billion from $3.13 billion.,O-Sales O-rose O-25 O-% O-to O-$ O-3 X-. X-90 O-billion O-from B-head-$ O-3 X-. X-13 B-dependent-billion O-.
The year-ago quarter's results include an after-tax charge of $5.9 million from the sale of a winery in Spain.,O-The O-year O-- O-ago O-quarter O-' X-s O-results O-include O-an O-after O-- O-tax O-charge O-of B-head-$ O-5 X-. X-9 B-dependent-million O-from O-the O-sale O-of O-a O-wine X-##ry O-in O-Spain O-.
"In composite trading on the New York Stock Exchange, Coca-Cola Enterprises closed at $16.375 a share, down 62.5 cents.","O-In O-composite O-trading O-on O-the O-New O-York O-Stock O-Exchange O-, O-Coca O-- O-Cola O-Enterprises O-closed O-at B-head-$ B-dependent-16 X-. X-375 O-a O-share O-, O-down O-62 X-. X-5 O-cents O-."
"In composite trading on the New York Stock Exchange, Coca-Cola Enterprises closed at $16.375 a share, down 62.5 cents.","O-In O-composite O-trading O-on O-the O-New O-York O-Stock O-Exchange O-, O-Coca O-- O-Cola O-Enterprises O-closed O-at O-$ O-16 X-. X-375 O-a O-share O-, O-down B-dependent-62 X-. X-5 B-head-cents O-."
"PepsiCo closed at $58.50 a share, up $1.375.","O-P X-##ep X-##si X-##C X-##o O-closed O-at B-head-$ B-dependent-58 X-. X-50 O-a O-share O-, O-up O-$ O-1 X-. X-375 O-."
"PepsiCo closed at $58.50 a share, up $1.375.","O-P X-##ep X-##si X-##C X-##o O-closed O-at O-$ O-58 X-. X-50 O-a O-share O-, O-up B-head-$ B-dependent-1 X-. X-375 O-."
The Chicago Mercantile Exchange fined and suspended two commodities traders accused of making prearranged trades with each other that allegedly cheated a customer.,O-The O-Chicago O-Me X-##rca X-##nti X-##le O-Exchange O-fined O-and O-suspended B-dependent-two O-commodities B-head-traders O-accused O-of O-making O-pre X-##arra X-##nged O-trades O-with O-each O-other O-that O-allegedly O-cheated O-a O-customer O-.
Merc officials said Gary N. Roberts was disciplined following the exchange's investigation of his trading in several commodities pits from July to November 1988.,O-Me X-##rc O-officials O-said O-Gary O-N X-. O-Roberts O-was O-discipline X-##d O-following O-the O-exchange O-' X-s O-investigation O-of O-his O-trading O-in O-several O-commodities O-pits O-from O-July O-to B-head-November B-dependent-1988 O-.
"The Merc fined Mr. Roberts $15,000 and suspended his trading membership for three years.","O-The O-Me X-##rc O-fined O-Mr X-. O-Roberts B-head-$ B-dependent-15 X-, X-000 O-and O-suspended O-his O-trading O-membership O-for O-three O-years O-."
"The Merc fined Mr. Roberts $15,000 and suspended his trading membership for three years.","O-The O-Me X-##rc O-fined O-Mr X-. O-Roberts O-$ O-15 X-, X-000 O-and O-suspended O-his O-trading O-membership O-for B-dependent-three B-head-years O-."
"Also, he and Mr. Stein were ordered to make restitution of $35,000 to a customer.","O-Also O-, O-he O-and O-Mr X-. O-Stein O-were O-ordered O-to O-make O-rest X-##itution O-of B-head-$ B-dependent-35 X-, X-000 O-to O-a O-customer O-."
"Mr. Stein was fined $25,000 and suspended for three years.","O-Mr X-. O-Stein O-was O-fined B-head-$ B-dependent-25 X-, X-000 O-and O-suspended O-for O-three O-years O-."
"Mr. Stein was fined $25,000 and suspended for three years.","O-Mr X-. O-Stein O-was O-fined O-$ O-25 X-, X-000 O-and O-suspended O-for B-dependent-three B-head-years O-."
Neither was among the 46 traders indicted last August in a federal investigation of traders at both the Merc and the Chicago Board of Trade.,O-Neither O-was O-among O-the B-dependent-46 B-head-traders O-indicted O-last O-August O-in O-a O-federal O-investigation O-of O-traders O-at O-both O-the O-Me X-##rc O-and O-the O-Chicago O-Board O-of O-Trade O-.
"Mr. Kossuth, 52 years old, succeeds Ermanno Pascutto, 36, who resigned to join Hong Kong's Securities and Futures Commission.","O-Mr X-. O-Ko X-##ss X-##uth O-, B-dependent-52 B-head-years O-old O-, O-succeeds O-E X-##rman X-##no O-Pa X-##s X-##cut X-##to O-, O-36 O-, O-who O-resigned O-to O-join O-Hong O-Kong O-' X-s O-Securities O-and O-Future X-##s O-Commission O-."
"Mr. Krenz, age 52, is known as an old-guard ironfist, one likely to continue the method of running a country that the Berlin Wall made famous.","O-Mr X-. O-K X-##ren X-##z O-, B-head-age B-dependent-52 O-, O-is O-known O-as O-an O-old O-- O-guard O-iron X-##fi X-##st O-, O-one O-likely O-to O-continue O-the O-method O-of O-running O-a O-country O-that O-the O-Berlin O-Wall O-made O-famous O-."
"Faced with another Mr. Honecker, so many despairing East Germans are likely to flee that the two German peoples will get their reunification, de facto, on West German ground.","O-Face X-##d O-with O-another O-Mr X-. O-Hon X-##eck X-##er O-, O-so O-many O-despair X-##ing O-East O-Germans O-are O-likely O-to O-flee O-that O-the B-dependent-two O-German B-head-peoples O-will O-get O-their O-re X-##uni X-##fication O-, O-de O-facto O-, O-on O-West O-German O-ground O-."
"Cartoonists in West Germany have already mocked the exodus by imagining an advertisement placed by Mr. Honecker: ""Wanted: one people.""","O-Cartoon X-##ists O-in O-West O-Germany O-have O-already O-mocked O-the O-ex X-##odus O-by O-imagining O-an O-advertisement O-placed O-by O-Mr X-. O-Hon X-##eck X-##er O-: O-"" O-Wanted O-: B-dependent-one B-head-people O-. O-"""
"But even if he effects a Hyde-to-Jekyll transformation, he will face a serious ideological crisis and Reunification Scenario Two.","O-But O-even O-if O-he O-effects O-a O-Hyde O-- O-to O-- O-Je X-##ky X-##ll O-transformation O-, O-he O-will O-face O-a O-serious O-ideological O-crisis O-and O-Re X-##uni X-##fication B-head-Sc X-##ena X-##rio B-dependent-Two O-."
"Helmut Kohl's governing conservative coalition is proving admirably true to the West German constitution by making more than 500,000 people of German descent automatic citizens this year alone.","O-Helmut O-Ko X-##hl O-' X-s O-governing O-conservative O-coalition O-is O-proving O-ad X-##mir X-##ably O-true O-to O-the O-West O-German O-constitution O-by O-making O-more O-than B-dependent-500 X-, X-000 B-head-people O-of O-German O-descent O-automatic O-citizens O-this O-year O-alone O-."
"In a filing with the Securities and Exchange Commission, Parsow and Elkhorn, which together hold 8.685% of CACI's common shares, said they think it is in the best interest of CACI stockholders that the company be sold.","O-In O-a O-filing O-with O-the O-Securities O-and O-Exchange O-Commission O-, O-Pa X-##rs X-##ow O-and O-El X-##kh X-##orn O-, O-which O-together O-hold B-dependent-8 X-. X-68 X-##5 B-head-% O-of O-CA X-##CI O-' X-s O-common O-shares O-, O-said O-they O-think O-it O-is O-in O-the O-best O-interest O-of O-CA X-##CI O-stock X-##holders O-that O-the O-company O-be O-sold O-."
"Their combined stake consists of 880,500 CACI common shares, including 86,500 shares bought in the past 60 days at $2.3125 to $2.4375 a share.","O-Their O-combined O-stake O-consists O-of B-dependent-88 X-##0 X-, X-500 O-CA X-##CI O-common B-head-shares O-, O-including O-86 X-, X-500 O-shares O-bought O-in O-the O-past O-60 O-days O-at O-$ O-2 X-. X-312 X-##5 O-to O-$ O-2 X-. X-43 X-##75 O-a O-share O-."
"Their combined stake consists of 880,500 CACI common shares, including 86,500 shares bought in the past 60 days at $2.3125 to $2.4375 a share.","O-Their O-combined O-stake O-consists O-of O-88 X-##0 X-, X-500 O-CA X-##CI O-common O-shares O-, O-including B-dependent-86 X-, X-500 B-head-shares O-bought O-in O-the O-past O-60 O-days O-at O-$ O-2 X-. X-312 X-##5 O-to O-$ O-2 X-. X-43 X-##75 O-a O-share O-."
"Their combined stake consists of 880,500 CACI common shares, including 86,500 shares bought in the past 60 days at $2.3125 to $2.4375 a share.","O-Their O-combined O-stake O-consists O-of O-88 X-##0 X-, X-500 O-CA X-##CI O-common O-shares O-, O-including O-86 X-, X-500 O-shares O-bought O-in O-the O-past B-dependent-60 B-head-days O-at O-$ O-2 X-. X-312 X-##5 O-to O-$ O-2 X-. X-43 X-##75 O-a O-share O-."
"Their combined stake consists of 880,500 CACI common shares, including 86,500 shares bought in the past 60 days at $2.3125 to $2.4375 a share.","O-Their O-combined O-stake O-consists O-of O-88 X-##0 X-, X-500 O-CA X-##CI O-common O-shares O-, O-including O-86 X-, X-500 O-shares O-bought O-in O-the O-past O-60 O-days O-at B-head-$ B-dependent-2 X-. X-312 X-##5 O-to O-$ O-2 X-. X-43 X-##75 O-a O-share O-."
"Their combined stake consists of 880,500 CACI common shares, including 86,500 shares bought in the past 60 days at $2.3125 to $2.4375 a share.","O-Their O-combined O-stake O-consists O-of O-88 X-##0 X-, X-500 O-CA X-##CI O-common O-shares O-, O-including O-86 X-, X-500 O-shares O-bought O-in O-the O-past O-60 O-days O-at O-$ O-2 X-. X-312 X-##5 O-to B-head-$ B-dependent-2 X-. X-43 X-##75 O-a O-share O-."
"Shareholders of Central, a bank holding company based in Sterling, Ill., will receive Amcore stock equal to 10 times Central's 1989 earnings, Amcore said.","O-S X-##hare X-##holders O-of O-Central O-, O-a O-bank O-holding O-company O-based O-in O-Sterling O-, O-Il X-##l X-. O-, O-will O-receive O-Am X-##core O-stock O-equal O-to B-dependent-10 B-head-times O-Central O-' X-s O-1989 O-earnings O-, O-Am X-##core O-said O-."
"Shareholders of Central, a bank holding company based in Sterling, Ill., will receive Amcore stock equal to 10 times Central's 1989 earnings, Amcore said.","O-S X-##hare X-##holders O-of O-Central O-, O-a O-bank O-holding O-company O-based O-in O-Sterling O-, O-Il X-##l X-. O-, O-will O-receive O-Am X-##core O-stock O-equal O-to O-10 O-times O-Central O-' X-s B-dependent-1989 B-head-earnings O-, O-Am X-##core O-said O-."
"For the first nine months of 1989, Central earned $2 million.","O-For O-the O-first B-dependent-nine B-head-months O-of O-1989 O-, O-Central O-earned O-$ O-2 O-million O-."
"For the first nine months of 1989, Central earned $2 million.","O-For O-the O-first O-nine O-months O-of O-1989 O-, O-Central O-earned B-head-$ O-2 B-dependent-million O-."
"Amcore, also a bank holding company, has assets of $1.06 billion.","O-Am X-##core O-, O-also O-a O-bank O-holding O-company O-, O-has O-assets O-of B-head-$ O-1 X-. X-06 B-dependent-billion O-."
Central's assets are $240 million.,O-Central O-' X-s O-assets O-are B-head-$ O-240 B-dependent-million O-.
"Mr. Boone had been president and chief executive officer of Sunburst Bank, Louisiana, one of the company's two banks.","O-Mr X-. O-Boone O-had O-been O-president O-and O-chief O-executive O-officer O-of O-Sun X-##burst O-Bank O-, O-Louisiana O-, O-one O-of O-the O-company O-' X-s B-dependent-two B-head-banks O-."
Stockholders will vote on the proposal at a meeting Dec. 13.,O-Stock X-##holders O-will O-vote O-on O-the O-proposal O-at O-a O-meeting B-head-Dec X-. B-dependent-13 O-.
So the White House announced that Mr. Bush got his first earthquake briefing of the day at 6:30 a.m. from chief of staff John Sununu.,O-So O-the O-White O-House O-announced O-that O-Mr X-. O-Bush O-got O-his O-first O-earthquake O-brief X-##ing O-of O-the O-day O-at B-dependent-6 X-: X-30 B-head-a X-. X-m X-. O-from O-chief O-of O-staff O-John O-Sun X-##un X-##u O-.
"By noon, Mr. Bush had taken two phone calls from Vice President Dan Quayle, who was in California; made a televised statement of concern; signed a disaster proclamation; received a written report from the Federal Emergency Management Agency; and visited FEMA headquarters.","O-By O-noon O-, O-Mr X-. O-Bush O-had O-taken B-dependent-two O-phone B-head-calls O-from O-Vice O-President O-Dan O-Q X-##uay X-##le O-, O-who O-was O-in O-California O-; O-made O-a O-televised O-statement O-of O-concern O-; O-signed O-a O-disaster O-proclamation O-; O-received O-a O-written O-report O-from O-the O-Federal O-Emergency O-Management O-Agency O-; O-and O-visited O-F X-##EM X-##A O-headquarters O-."
"McCormick Capital Inc. said its tender offer to buy back as many as 1.1 million, or 44%, of its common shares at $3 apiece, which expired Friday evening, was oversubscribed.","O-McCormick O-Capital O-Inc X-. O-said O-its O-tender O-offer O-to O-buy O-back O-as O-many O-as O-1 X-. X-1 O-million O-, O-or B-dependent-44 B-head-% O-, O-of O-its O-common O-shares O-at O-$ O-3 O-a X-##piece O-, O-which O-expired O-Friday O-evening O-, O-was O-overs X-##ub X-##scribed O-."
"McCormick Capital Inc. said its tender offer to buy back as many as 1.1 million, or 44%, of its common shares at $3 apiece, which expired Friday evening, was oversubscribed.","O-McCormick O-Capital O-Inc X-. O-said O-its O-tender O-offer O-to O-buy O-back O-as O-many O-as O-1 X-. X-1 O-million O-, O-or O-44 O-% O-, O-of O-its O-common O-shares O-at B-head-$ O-3 B-dependent-a X-##piece O-, O-which O-expired O-Friday O-evening O-, O-was O-overs X-##ub X-##scribed O-."
"The developer and manager of futures-investment limited partnerships said preliminary results indicate that about 1,749,000 shares had been tendered, giving a preliminary proration factor of 0.6287.","O-The O-developer O-and O-manager O-of O-future X-##s O-- O-investment O-limited O-partnerships O-said O-preliminary O-results O-indicate O-that O-about B-dependent-1 X-, X-74 X-##9 X-, X-000 B-head-shares O-had O-been O-tender X-##ed O-, O-giving O-a O-preliminary O-pro X-##ration O-factor O-of O-0 X-. X-62 X-##8 X-##7 O-."
"UPJOHN Co. reported that third-quarter net income rose to $96 million, or 52 cents a share, from $89.6 million, or 49 cents a share, a year earlier.","O-UP X-##J X-##OH X-##N O-Co X-. O-reported O-that O-third O-- O-quarter O-net O-income O-rose O-to B-head-$ O-96 B-dependent-million O-, O-or O-52 O-cents O-a O-share O-, O-from O-$ O-89 X-. X-6 O-million O-, O-or O-49 O-cents O-a O-share O-, O-a O-year O-earlier O-."
"UPJOHN Co. reported that third-quarter net income rose to $96 million, or 52 cents a share, from $89.6 million, or 49 cents a share, a year earlier.","O-UP X-##J X-##OH X-##N O-Co X-. O-reported O-that O-third O-- O-quarter O-net O-income O-rose O-to O-$ O-96 O-million O-, O-or B-dependent-52 B-head-cents O-a O-share O-, O-from O-$ O-89 X-. X-6 O-million O-, O-or O-49 O-cents O-a O-share O-, O-a O-year O-earlier O-."
"UPJOHN Co. reported that third-quarter net income rose to $96 million, or 52 cents a share, from $89.6 million, or 49 cents a share, a year earlier.","O-UP X-##J X-##OH X-##N O-Co X-. O-reported O-that O-third O-- O-quarter O-net O-income O-rose O-to O-$ O-96 O-million O-, O-or O-52 O-cents O-a O-share O-, O-from B-head-$ O-89 X-. X-6 B-dependent-million O-, O-or O-49 O-cents O-a O-share O-, O-a O-year O-earlier O-."
"UPJOHN Co. reported that third-quarter net income rose to $96 million, or 52 cents a share, from $89.6 million, or 49 cents a share, a year earlier.","O-UP X-##J X-##OH X-##N O-Co X-. O-reported O-that O-third O-- O-quarter O-net O-income O-rose O-to O-$ O-96 O-million O-, O-or O-52 O-cents O-a O-share O-, O-from O-$ O-89 X-. X-6 O-million O-, O-or B-dependent-49 B-head-cents O-a O-share O-, O-a O-year O-earlier O-."
Mr. Taylor's overwhelming victory against Republican Tom Anderson reclaims a seat the Republicans had held for 17 years and gives the Democrats their fifth victory in the seven special House elections held this year.,O-Mr X-. O-Taylor O-' X-s O-overwhelming O-victory O-against O-Republican O-Tom O-Anderson O-re X-##claim X-##s O-a O-seat O-the O-Republicans O-had O-held O-for B-dependent-17 B-head-years O-and O-gives O-the O-Democrats O-their O-fifth O-victory O-in O-the O-seven O-special O-House O-elections O-held O-this O-year O-.
Mr. Taylor's overwhelming victory against Republican Tom Anderson reclaims a seat the Republicans had held for 17 years and gives the Democrats their fifth victory in the seven special House elections held this year.,O-Mr X-. O-Taylor O-' X-s O-overwhelming O-victory O-against O-Republican O-Tom O-Anderson O-re X-##claim X-##s O-a O-seat O-the O-Republicans O-had O-held O-for O-17 O-years O-and O-gives O-the O-Democrats O-their O-fifth O-victory O-in O-the B-dependent-seven O-special O-House B-head-elections O-held O-this O-year O-.
"Mr. Taylor, a 36-year-old state senator from Bay St. Louis, won 65% of the vote in a district that has voted Republican in the past five presidential elections and that was once represented by Republican U.S. Sen.","O-Mr X-. O-Taylor O-, O-a B-dependent-36 O-- B-head-year O-- O-old O-state O-senator O-from O-Bay O-St X-. O-Louis O-, O-won O-65 O-% O-of O-the O-vote O-in O-a O-district O-that O-has O-voted O-Republican O-in O-the O-past O-five O-presidential O-elections O-and O-that O-was O-once O-represented O-by O-Republican O-U X-. X-S X-. O-Sen O-."
"Mr. Taylor, a 36-year-old state senator from Bay St. Louis, won 65% of the vote in a district that has voted Republican in the past five presidential elections and that was once represented by Republican U.S. Sen.","O-Mr X-. O-Taylor O-, O-a O-36 O-- O-year O-- O-old O-state O-senator O-from O-Bay O-St X-. O-Louis O-, O-won B-dependent-65 B-head-% O-of O-the O-vote O-in O-a O-district O-that O-has O-voted O-Republican O-in O-the O-past O-five O-presidential O-elections O-and O-that O-was O-once O-represented O-by O-Republican O-U X-. X-S X-. O-Sen O-."
"Mr. Taylor, a 36-year-old state senator from Bay St. Louis, won 65% of the vote in a district that has voted Republican in the past five presidential elections and that was once represented by Republican U.S. Sen.","O-Mr X-. O-Taylor O-, O-a O-36 O-- O-year O-- O-old O-state O-senator O-from O-Bay O-St X-. O-Louis O-, O-won O-65 O-% O-of O-the O-vote O-in O-a O-district O-that O-has O-voted O-Republican O-in O-the O-past B-dependent-five O-presidential B-head-elections O-and O-that O-was O-once O-represented O-by O-Republican O-U X-. X-S X-. O-Sen O-."
"Even so, Mr. Taylor carried all but one of the district's dozen counties.","O-Even O-so O-, O-Mr X-. O-Taylor O-carried O-all O-but O-one O-of O-the O-district O-' X-s B-dependent-dozen B-head-counties O-."
Rep. Smith died in a plane crash on Aug. 13.,O-Rep O-. O-Smith O-died O-in O-a O-plane O-crash O-on B-head-Aug X-. B-dependent-13 O-.
"Ashton-Tate Corp. reported a net loss of $19.4 million, or 74 cents a share, for the third quarter, which was burdened by severance costs and the expense of upgrading its database software inventories.","O-Ashton O-- O-Tate O-Corp X-. O-reported O-a O-net O-loss O-of B-head-$ O-19 X-. X-4 B-dependent-million O-, O-or O-74 O-cents O-a O-share O-, O-for O-the O-third O-quarter O-, O-which O-was O-burden X-##ed O-by O-se X-##verance O-costs O-and O-the O-expense O-of O-up X-##grading O-its O-database O-software O-inventor X-##ies O-."
"Ashton-Tate Corp. reported a net loss of $19.4 million, or 74 cents a share, for the third quarter, which was burdened by severance costs and the expense of upgrading its database software inventories.","O-Ashton O-- O-Tate O-Corp X-. O-reported O-a O-net O-loss O-of O-$ O-19 X-. X-4 O-million O-, O-or B-dependent-74 B-head-cents O-a O-share O-, O-for O-the O-third O-quarter O-, O-which O-was O-burden X-##ed O-by O-se X-##verance O-costs O-and O-the O-expense O-of O-up X-##grading O-its O-database O-software O-inventor X-##ies O-."
The software company said revenue slid 28% to $53.9 million.,O-The O-software O-company O-said O-revenue O-slid B-dependent-28 B-head-% O-to O-$ O-53 X-. X-9 O-million O-.
The software company said revenue slid 28% to $53.9 million.,O-The O-software O-company O-said O-revenue O-slid O-28 O-% O-to B-head-$ O-53 X-. X-9 B-dependent-million O-.
"This contrasts with the year-ago quarter, when the company had net income of $11.7 million, or 45 cents a share, on revenue of $75.7 million.","O-This O-contrasts O-with O-the O-year O-- O-ago O-quarter O-, O-when O-the O-company O-had O-net O-income O-of B-head-$ O-11 X-. X-7 B-dependent-million O-, O-or O-45 O-cents O-a O-share O-, O-on O-revenue O-of O-$ O-75 X-. X-7 O-million O-."
"This contrasts with the year-ago quarter, when the company had net income of $11.7 million, or 45 cents a share, on revenue of $75.7 million.","O-This O-contrasts O-with O-the O-year O-- O-ago O-quarter O-, O-when O-the O-company O-had O-net O-income O-of O-$ O-11 X-. X-7 O-million O-, O-or B-dependent-45 B-head-cents O-a O-share O-, O-on O-revenue O-of O-$ O-75 X-. X-7 O-million O-."
"This contrasts with the year-ago quarter, when the company had net income of $11.7 million, or 45 cents a share, on revenue of $75.7 million.","O-This O-contrasts O-with O-the O-year O-- O-ago O-quarter O-, O-when O-the O-company O-had O-net O-income O-of O-$ O-11 X-. X-7 O-million O-, O-or O-45 O-cents O-a O-share O-, O-on O-revenue O-of B-head-$ O-75 X-. X-7 B-dependent-million O-."
"For the nine months, Ashton-Tate had a loss of $27.6 million, or $1.05 a share.","O-For O-the B-dependent-nine B-head-months O-, O-Ashton O-- O-Tate O-had O-a O-loss O-of O-$ O-27 X-. X-6 O-million O-, O-or O-$ O-1 X-. X-05 O-a O-share O-."
"For the nine months, Ashton-Tate had a loss of $27.6 million, or $1.05 a share.","O-For O-the O-nine O-months O-, O-Ashton O-- O-Tate O-had O-a O-loss O-of B-head-$ O-27 X-. X-6 B-dependent-million O-, O-or O-$ O-1 X-. X-05 O-a O-share O-."
"For the nine months, Ashton-Tate had a loss of $27.6 million, or $1.05 a share.","O-For O-the O-nine O-months O-, O-Ashton O-- O-Tate O-had O-a O-loss O-of O-$ O-27 X-. X-6 O-million O-, O-or B-head-$ B-dependent-1 X-. X-05 O-a O-share O-."
"In the year-ago period, the company had profit of $34.3 million, or $1.32 a share.","O-In O-the O-year O-- O-ago O-period O-, O-the O-company O-had O-profit O-of B-head-$ O-34 X-. X-3 B-dependent-million O-, O-or O-$ O-1 X-. X-32 O-a O-share O-."
"In the year-ago period, the company had profit of $34.3 million, or $1.32 a share.","O-In O-the O-year O-- O-ago O-period O-, O-the O-company O-had O-profit O-of O-$ O-34 X-. X-3 O-million O-, O-or B-head-$ B-dependent-1 X-. X-32 O-a O-share O-."
Revenue in the period slid almost 8% to $203.2 million from about $220 million last year.,O-Revenue O-in O-the O-period O-slid O-almost B-dependent-8 B-head-% O-to O-$ O-203 X-. X-2 O-million O-from O-about O-$ O-220 O-million O-last O-year O-.
Revenue in the period slid almost 8% to $203.2 million from about $220 million last year.,O-Revenue O-in O-the O-period O-slid O-almost O-8 O-% O-to B-head-$ O-203 X-. X-2 B-dependent-million O-from O-about O-$ O-220 O-million O-last O-year O-.
Revenue in the period slid almost 8% to $203.2 million from about $220 million last year.,O-Revenue O-in O-the O-period O-slid O-almost O-8 O-% O-to O-$ O-203 X-. X-2 O-million O-from O-about B-head-$ O-220 B-dependent-million O-last O-year O-.
